40.0588744 -106.3889199	Kremmling,CO
32.1515338 -86.2299645	Robinson Crossroads,AL
38.7217433 -82.9818402	Fullerton,KY
33.4189971 -86.768044	Dolly Ridge Estates,AL
37.8251023 -82.0815185	Diamond,WV
39.8098358 -75.168234	Greenfield Heights,NJ
41.5097763 -81.0517629	Barnes Corners,OH
29.5438268 -89.7556212	Bohemian,LA
45.8376596 -116.3718103	Canfield,ID
34.9637572 -81.0067446	Cedar Grove Park,SC
35.4095222 -86.2044347	Ovoca,TN
37.4270867 -79.1366909	Merry Moor,VA
34.8648769 -79.7781148	Ellerbe Grove,NC
42.5347235 -90.6445719	Eagle Point,IA
46.8975427 -68.0155822	Barretts,ME
37.0779224 -76.2754964	Grand View,VA
30.3799222 -86.3302238	Sandestin,FL
38.0812483 -78.4783449	Berkmar,VA
32.8556806 -86.1224682	Cottage Grove,AL
46.4858544 -84.6725562	Westons Iroquois Beach,MI
41.4778208 -81.9601415	West Dover,OH
42.9791431 -92.3185113	Dresden,IA
38.8344904 -88.6281064	Iola,IL
40.3149817 -104.7380232	Hambert,CO
36.7981071 -85.9705353	Tracy,KY
31.6679551 -94.8807695	Douglass,TX
40.1181015 -91.3673713	Marcelline,IL
38.8419375 -107.1228269	Floresta,CO
35.436195 -90.3851007	Galilee,AR
33.1126224 -85.0499391	Lake West Point Estates,GA
42.797281 -78.8233661	Blasdell,NY
35.4506051 -99.6253779	Berlin,OK
30.9132479 -94.8252089	Moscow,TX
38.7382364 -120.7129871	Five Mile Terrace,CA
33.4298423 -92.6951594	Newport,AR
41.9558327 -100.4395821	Natick,NE
29.1335781 -98.1561192	Floresville,TX
44.0088656 -97.7909105	Fedora,SD
45.2215179 -118.4257875	Starkey,OR
30.2932505 -89.8431219	Ozone Woods,LA
43.6724119 -111.9149681	Rigby,ID
33.7134344 -86.583876	Countryside Estates,AL
36.310329 -86.6422182	Cedarbrook,TN
40.2428828 -75.3365644	Kulpsville,PA
45.7444027 -88.4242897	Fence,WI
30.7662992 -88.2819515	Churchill Downs,AL
47.4412109 -122.2456773	Orillia,WA
43.0334192 -71.0742267	Epping,NH
45.3075527 -70.178399	Hayden Landing,ME
37.8250751 -84.8707856	Jackson,KY
35.5317479 -91.0656775	Balch,AR
32.4106988 -90.0898076	The Breakers,MS
30.4335243 -91.1537175	Eastland,LA
43.1194176 -92.2090618	Jacksonville,IA
38.9703496 -83.0198991	Wakefield,OH
34.108782 -78.1666626	New Hope,NC
37.7474307 -122.4635825	Forest Hill,CA
33.9365395 -81.1692639	Cedar Estates,SC
34.4026001 -95.5969177	Wadena,OK
43.91552 -95.7841805	Iona,MN
39.5611524 -87.1141815	Benwood,IN
42.2192399 -77.3149795	Risingville,NY
38.1081586 -81.6231731	Seth,WV
32.6581232 -111.4045595	Wymola,AZ
40.1803 -75.1897	Meadow View Estates,PA
31.8987704 -89.7775753	Sanatorium,MS
36.3032022 -78.3816633	Willow Oaks,NC
39.3533991 -82.7229468	Jimtown,OH
45.1461021 -87.0828882	North Bay,WI
34.9500881 -91.9576427	Oak Forest,AR
40.1436 -75.2626	Shady Grove Manor,PA
29.7546739 -97.2319337	Elm Grove,TX
44.0839056 -83.5899773	Birchwood Shores,MI
35.3095854 -80.8095155	Hunter Acres,NC
33.5584389 -86.9069374	Sunset Mountain,AL
28.8024918 -81.644519	Mount Dora,FL
37.8905896 -93.5418706	Weaubleau,MO
40.7246718 -111.3418577	Peoa,UT
42.3425183 -89.0756629	Genet,IL
18.0294088 -66.8462871	Hacienda Florida,PR
33.164295 -94.2949142	Midway,TX
39.3584451 -75.8516044	Shorewood,MD
34.3487027 -86.2574805	Morrow Acres,AL
31.1999071 -83.8735088	Funston,GA
41.4906172 -78.675026	Johnsonburg,PA
41.9009976 -120.640517	Grizzlie Place,CA
32.5909656 -86.4321969	Stoney Point,AL
37.9095684 -75.3832534	Black Point Landing,VA
44.2049871 -88.3637183	Utowana Beach,WI
32.4468101 -84.9193748	Sunset Terrace,GA
44.2222283 -85.8042332	Garletts Corner,MI
28.5722222 -81.6903531	Waits Junction,FL
44.8070047 -69.8067211	Martin Corner,ME
32.3979198 -96.5811005	Crisp,TX
47.5527778 -94.8416667	Woodland Park,MN
43.7783989 -76.2188168	Jefferson Park,NY
44.2341555 -88.1984375	Dundas,WI
40.7744509 -97.0505887	Milford,NE
25.6714925 -80.4444997	Hammocks,FL
35.9884389 -82.667363	Allegheny,NC
41.2619444 -95.8608333	Council Bluffs,IA
43.5469146 -91.5423643	Wilmington,MN
33.3995838 -82.1287306	Olive Terrace,GA
36.1209704 -79.3441861	Green Level,NC
36.3302284 -119.2920585	Visalia,CA
40.5409009 -79.8158826	Acmetonia,PA
47.5875943 -122.6956996	Jackson Park,WA
32.197146 -81.4378896	Blitchton,GA
35.5398549 -81.3973087	Vale,NC
44.3270012 -72.7526176	Duxbury,VT
34.0806539 -84.280756	Sterling Heights,GA
39.5514373 -86.0874858	West Whiteland,IN
39.1933486 -93.6877167	Dover,MO
38.5692898 -77.832216	Litchfield,VA
40.3039587 -80.0867212	Bryn Mawr,PA
41.5445159 -77.2855326	Lorenton,PA
33.585386 -95.3393956	Hoover,TX
34.047321 -85.4596797	Bauxite,AL
43.6992339 -74.9262832	Mountain Lodge,NY
40.7206508 -75.6432428	Peters Store,PA
17.7585839 -64.8882016	North Side,VI
34.4042648 -83.8707377	McCrary,GA
40.2926079 -74.7076598	Princessville,NJ
37.3304214 -79.1622454	Tulip Tree Acres,VA
38.1581905 -77.8238827	Bells Crossroad,VA
39.3606017 -86.6597248	Silex,IN
46.8992858 -121.0131355	Pinecliff,WA
40.2081127 -83.6382622	Mingo,OH
37.9462017 -82.8546068	Winifred,KY
39.0947799 -84.8468948	Oldtown,IN
40.1828711 -76.6116348	Beverly,PA
41.3914827 -73.9559721	West Point,NY
33.575043 -111.8581985	Scottsdale Ranch,AZ
41.5598223 -71.6450649	Tug Hollow,RI
29.9385794 -81.3020173	Villano Beach,FL
43.8505367 -97.911466	Farwell,SD
36.7477272 -119.7723661	Fresno,CA
44.3839427 -72.9376223	Jonesville,VT
29.7860769 -82.0314892	Keystone Heights,FL
22.1452778 -159.3155556	Anahola,HI
41.6028402 -78.5572446	Instanter,PA
35.3553611 -91.6229135	Wrights Corner,AR
44.7211706 -70.0570059	Goodrich Corner,ME
36.5417687 -82.4757031	Thomas Heights,TN
35.9973109 -83.5635048	Dumplin Mill,TN
38.4923452 -76.7324646	Rolling Acres,MD
45.3759541 -122.5825913	Park Place,OR
39.6625457 -86.3166582	Camby,IN
30.3910253 -91.1098272	Kings Hill,LA
32.3573611 -86.2769125	Hillwood West,AL
41.2381375 -75.9632545	Curry Hill,PA
39.2133919 -84.4143854	Arbocrest Acres,OH
32.9785051 -80.1470363	Chandler Village,SC
44.4469033 -95.7883541	Marshall,MN
41.3242019 -89.1781406	Webster Park,IL
36.6117289 -92.1490447	Elijah,MO
37.2881841 -80.4025512	Preston Forest,VA
35.3096063 -78.7802994	Bunnlevel,NC
42.0562031 -73.335116	Ashley Falls,MA
37.064229 -94.6380044	South Galena,KS
41.2969544 -92.4224087	Tioga,IA
37.3140001 -81.9795701	Matney,VA
35.1682004 -80.7797925	Stonehaven,NC
18.3246753 -65.7276623	Sabana,PR
42.3223117 -72.663424	Bay State,MA
35.7348801 -77.6860868	Webbs,NC
42.6831145 -79.0150379	Jerusalem Corners,NY
39.1395248 -81.1181678	Hartley,WV
37.9915293 -78.4441771	Simeon,VA
47.1790749 -116.4959958	Mashburn,ID
18.1196829 -66.6007283	Hacienda El Tesoro,PR
36.8897738 -89.7636953	Birds Corner,MO
35.7878534 -90.3576014	Mangrum,AR
34.5150874 -84.8102162	Lewis Corner,GA
44.1331297 -69.9650506	Litchfield Corners,ME
37.0620003 -88.3336462	Cooper Landing,KY
40.9218892 -111.8841049	Parrish Park,UT
37.1767249 -94.5655066	Carl Junction,MO
42.7855546 -101.9776601	Bayonne,NE
32.2840304 -88.2772492	Halsell,AL
39.371494 -76.843587	Hernwood,MD
35.0620298 -86.5177713	Howell Hill,TN
18.4380023 -66.4773934	Altagracia,PR
39.1141708 -94.627457	Kansas City,KS
32.7568439 -79.9556453	Harbor View,SC
34.0750988 -84.4438177	Cherecobb Estates,GA
39.3281197 -83.0151809	Randall Terrace,OH
39.6723181 -77.597491	Orchard Estates,MD
33.5156672 -92.1904199	Farmville,AR
33.8491816 -118.3884078	Redondo Beach,CA
33.6384425 -84.3449244	Oak View Homes,GA
38.6975481 -88.223653	Noble,IL
47.1163849 -101.2995941	Center,ND
33.3417137 -111.984033	Ahwatukee,AZ
41.2638327 -111.9632747	Academy Heights Addition,UT
35.8242398 -84.6416047	New Hope,TN
39.4173276 -76.7871974	Garrison Ridge,MD
39.6392741 -76.2027321	Darlington,MD
30.2310743 -81.5495339	Deerwood Club,FL
33.4153261 -111.5829118	Shady Rest Mobile Home Park,AZ
41.7339215 -87.7794981	Burbank,IL
37.3833791 -92.9374001	Dermott,MO
38.9395575 -76.4605142	Annapolis Cove,MD
33.712518 -117.9475585	Colonia Juarez,CA
47.6082524 -116.2357263	Linfor,ID
41.8730877 -87.7450563	Mandell,IL
38.3497423 -94.5891216	Amsterdam,MO
40.0800758 -79.1419739	Allenvale,PA
40.2135 -75.5594	Linfield Woods,PA
35.0264633 -85.1780093	Ela Wada Terrace,TN
37.4682047 -77.8052747	Dorset,VA
31.7145996 -87.4113791	Franklin,AL
35.7684165 -83.9574034	Scenic Terrace,TN
41.6211751 -78.2241765	Gardeau,PA
38.3981728 -75.5552013	Cannon Farm,MD
46.1879101 -119.8744812	Byron,WA
39.8611111 -105.0138889	Homestead Heights,CO
40.9661681 -78.1450107	Winburne,PA
41.0722596 -90.2254002	Oneida,IL
35.9592936 -81.9428903	Linville Falls,NC
38.4333335 -104.6074726	Piñon,CO
36.1814489 -85.7460937	Gentry,TN
35.4542401 -84.5943788	Clem Jones Heights,TN
39.2172654 -89.1109104	Hanson,IL
42.4667546 -72.5786996	Sunderland,MA
36.8826475 -76.2363277	Greenwood,VA
43.953619 -86.1147952	Walhalla,MI
46.0144583 -84.6925499	Charles,MI
18.3321755 -65.6540504	Santa Isidra I Extension,PR
42.6378605 -73.112603	Renfrew,MA
46.3107625 -112.170004	Comet,MT
35.5859948 -77.3452418	Heritage Village,NC
41.5313956 -92.2335151	Ambrose,IA
47.0107399 -116.2529343	Clarkia,ID
34.6987503 -81.2128673	Brooklyn,SC
42.5222567 -83.3060432	Franklin,MI
42.975613 -78.8530911	Ellwood Park,NY
35.1262572 -80.697569	Wood Hollow,NC
40.7642144 -84.666626	Dull,OH
41.5442604 -74.3615429	Bullville,NY
43.3135752 -95.1441625	Old Town,IA
40.2516666 -96.6002994	Rockford,NE
35.827907 -81.7359337	Piedmont Park Subdivision,NC
34.3179464 -78.3111131	Byrdville,NC
34.2306568 -83.9201807	Sallee Heights,GA
40.1314988 -75.0673938	Bryn Athyn,PA
35.9500631 -86.8619454	Spencer Creek Place,TN
29.7758036 -81.3347936	Saybrook,FL
33.5528897 -84.4338154	Skylane Hills,GA
40.3106253 -79.4008704	Lloydsville,PA
44.4821825 -89.9640176	Vesper,WI
36.4197897 -92.9148948	Lead Hill,AR
40.8353365 -81.0659288	Homeworth,OH
26.1922963 -98.1133412	Seventh Street Addition Colonia,TX
37.0456353 -84.4838279	Colo,KY
34.7125935 -88.5514401	Bynum,MS
38.4945673 -76.7046854	Indian River Estates,MD
40.5602259 -111.9518808	Featherwood Village,UT
39.9198 -75.4508	Rose Run Estates,PA
18.4143922 -66.4993382	Jardines de Monaco,PR
34.6762674 -79.9311754	Fisher Hill,SC
41.5083371 -92.4682418	Barnes City,IA
36.8673708 -76.4963378	Holiday Point Estates,VA
36.1555831 -105.5505691	Sipapu,NM
48.4223257 -122.5543342	Snee Oosh,WA
44.6700089 -85.0533803	Sigma,MI
34.0842616 -96.1472083	Pritchard,OK
37.0089341 -87.5816724	Era,KY
31.0223988 -91.2920548	Turnbull,MS
33.0479337 -81.315107	Grays Crossroads,SC
33.6709349 -86.409704	Crockertown,AL
35.9089643 -92.6312746	Marshall,AR
34.7592468 -85.6141347	Beulah,AL
36.1276346 -80.8203475	Marler,NC
45.0113518 -93.6869069	Armstrong,MN
32.4390435 -93.939072	Waterwood Estates,LA
40.3612191 -74.3926498	Shore Road Estates,NJ
39.2165633 -120.8993866	Red Dog,CA
32.5544974 -114.7849577	Gadsden,AZ
34.7828444 -98.5789502	Meers,OK
40.6782799 -111.9899386	Fairlane Heights,UT
42.2620297 -74.7846024	Bovina Center,NY
40.3944871 -91.5832149	Wayland,MO
31.5623892 -89.4975669	Seminary,MS
43.1806249 -75.5329555	Greenway,NY
41.4475992 -72.4750878	Tylerville,CT
38.8242807 -76.7283009	Wells Corner,MD
40.3964581 -80.0956109	Glendale,PA
31.7737748 -93.1490548	Oak Grove,LA
45.058667 -69.8822813	Bingham,ME
37.3869926 -86.7983239	Rob Roy,KY
41.6264881 -72.6523151	Goodrich Heights,CT
48.6305843 -103.1843507	Wildrose,ND
43.577197 -96.7044939	Norton Acres,SD
38.9034086 -82.6121076	Horeb,OH
31.9621563 -81.1484437	Colonial Oaks,GA
40.0279592 -120.1038161	Doyle,CA
31.267951 -90.8981584	Oxford,MS
37.8606964 -78.8039094	Twin Poplars,VA
38.3950492 -89.6459271	Venedy,IL
33.69955 -87.047776	Bryan,AL
41.8125935 -73.7626302	Hibernia,NY
42.4250928 -71.5800664	Camp Virginia,MA
37.4090279 -79.545312	Peaksville,VA
30.6074592 -81.5975969	Yulee Heights,FL
41.9703745 -72.5667545	Southwood Acres,CT
44.6915452 -117.6913241	Encina,OR
40.8527232 -111.886604	Horsely,UT
30.0390947 -92.3187413	Cossinade,LA
39.1972316 -94.0230001	Camden,MO
33.8423922 -79.062815	Buckwood,SC
39.3909084 -81.2267801	Newport,OH
30.6429813 -93.8429568	Adsul,TX
40.7760571 -111.8849363	Canon Road,UT
39.4789967 -76.3544042	Brierwood,MD
38.4336648 -90.3501178	Ten Brook,MO
18.2371772 -66.0309986	Caguax,PR
38.9505657 -99.6503919	Riga,KS
40.8925606 -77.8322244	Stevens,PA
37.0292483 -84.386326	Mount Victory,KY
38.8137261 -76.0524411	Higgins,MD
37.7825423 -91.6787641	Lake Spring,MO
37.5700841 -84.0038155	Blanton Flats,KY
39.501497 -76.2980134	Northridge,MD
42.8969444 -89.7562341	Forward,WI
34.7528782 -82.9320924	Lakeside Mobile Home Park,SC
35.0531301 -85.0502277	Collegedale,TN
39.6653733 -77.7994395	Spring Hill Estates,MD
40.640316 -89.516207	Cloverdale,IL
47.2342582 -123.4826624	Frisken Wye,WA
38.134789 -85.5805132	Ashville,KY
47.0949272 -88.4706773	Point Mills,MI
43.4224777 -90.6281845	Sylvan,WI
41.9213926 -91.6654558	Lincolnway Village,IA
41.1164736 -76.6316208	White Hall,PA
42.0067411 -76.2827114	East Nichols,NY
34.5777621 -120.639337	Arlight,CA
46.1645529 -123.7370829	Fern Hill,OR
40.9495443 -72.5814801	Jamesport,NY
18.4660549 -67.145181	Camaceyes,PR
42.6156253 -77.0724695	Willow Grove,NY
35.8046737 -118.6828662	Posey,CA
34.8229453 -77.9458168	Charity,NC
31.1051779 -87.0721918	Brewton,AL
36.9667699 -82.4545951	Toms Creek,VA
40.3789867 -75.5715725	Niantic,PA
40.3362028 -76.4416292	Pleasant Hill,PA
33.4053863 -86.7474878	Altadena Woods,AL
40.6880023 -111.9557709	Wright Subdivision 6, 8, 10,UT
44.0756222 -75.4407513	Diana Center,NY
39.1356643 -76.6474671	Parke West,MD
34.0273209 -95.8691422	Boswell,OK
34.8801602 -76.9316094	Marman Terrace,NC
39.6639986 -76.0857831	Chelsea of Nottingham,MD
43.1904709 -112.3449773	Blackfoot,ID
36.8478354 -85.6077468	Willow Shade,KY
43.5205234 -91.7695949	Green Lea Mobile Home Park,MN
40.1567616 -76.2021742	Akron,PA
31.2201831 -88.7397532	Byrd,MS
45.4852705 -104.5118984	Ridgeway,MT
31.701557 -84.5221389	Doverel,GA
38.9942132 -86.8800052	Mineral City,IN
32.3223677 -90.0550845	Summerwood,MS
39.2448302 -76.4669054	Bear Creek Junction,MD
47.2462059 -123.0462615	Bayshore,WA
45.746122 -84.828943	Cecil,MI
41.1467558 -75.3543501	Mushroom Farms,PA
47.163328 -98.9070537	Pingree,ND
36.5184608 -81.2159245	Stratford,NC
39.7124876 -105.2516565	Paradise Hills,CO
39.9405959 -85.8405352	Helmcrest,IN
39.8350601 -83.4651975	Newport,OH
41.6375107 -98.616744	Belfast,NE
39.0123335 -76.4802388	The Meadows,MD
38.3873396 -75.5749241	Maple Plains,MD
40.4376075 -74.1801434	Van Marters Corner,NJ
40.1914823 -76.574968	Bellaire,PA
39.8000351 -88.7175691	LaPlace,IL
40.4862789 -121.0055175	Norvell,CA
33.4167146 -111.6298574	Silver Spur Ranch,AZ
27.2439349 -80.8297828	Okeechobee,FL
36.7119863 -86.6786074	Neosheo,KY
21.3816667 -157.9183333	Hālawa Heights,HI
42.6383925 -79.0278156	Angola,NY
38.3901173 -75.5557567	Green Acres,MD
39.6617808 -75.2304623	Jessups Mill,NJ
40.1095548 -74.9651683	Mechanicsville,PA
37.1966667 -76.5777778	Edgemoor,VA
42.3389804 -71.9439633	Sandy Beach,MA
41.6158431 -97.5022682	Tarnov,NE
38.3220633 -75.6202029	Fruitland,MD
32.2176495 -90.5031528	Oakley,MS
40.4499502 -111.7702084	Highland,UT
43.8810873 -97.5045121	Canova,SD
39.5187222 -76.1593973	Green Valley,MD
39.7939929 -76.2218998	Furniss,PA
32.6990519 -82.0559507	Thrift,GA
38.7067266 -85.4532925	Hanover Beach,IN
34.8028742 -90.9081715	Oak Forest,AR
38.0577926 -99.0870474	Zook,KS
33.2473401 -87.6875104	Pine Circle,AL
39.6097197 -96.2961164	Lillis,KS
42.8297542 -84.0127386	Union Plains,MI
41.3075939 -73.927916	Annsville,NY
42.1136111 -87.8058333	Northbrook Greens,IL
37.4182062 -78.075556	Moryen,VA
17.9688552 -66.2646123	Jaguas,PR
40.66917 -73.93972	Eastern Parkway,NY
40.9205005 -111.8741046	Florece,UT
18.0210742 -67.1093451	Hacienda Desengaño,PR
46.3168302 -116.7109805	Slickpoo,ID
43.3404392 -116.5995688	Walters Ferry,ID
17.9716329 -66.3048906	Hacienda Margarita,PR
33.0062472 -93.4412833	Lakewood Estates,LA
40.2842593 -75.8718696	Gibraltar,PA
40.3432857 -111.7207608	Lindon,UT
38.8635162 -120.4413097	Raffetto,CA
41.0495443 -72.1520219	Fireplace Lodge Girls Camp,NY
34.4258586 -112.5868398	Wilhoit,AZ
36.0448646 -78.9713982	Archer Woods,NC
37.2520879 -76.4696715	Victory Hill,VA
36.3382108 -76.6346711	Old Chapel Crossroads,NC
39.2020121 -82.8137836	Richmond Dale,OH
41.3733471 -98.1347846	North Star,NE
39.7301046 -76.3130139	West Bangor,PA
44.877777 -85.7736953	Isadore,MI
37.1222694 -86.1530342	Cedar Spring,KY
29.6924518 -95.2774358	Park Place,TX
31.2343485 -92.8220954	Clifton Crossing,LA
37.6595887 -77.4122041	Atlee Manor,VA
37.7197539 -96.2233333	Climax,KS
42.8647807 -78.7866988	Winchester,NY
38.3895609 -75.4390856	Glass Hill,MD
30.8271192 -100.1067471	Fort McKavett,TX
33.1584531 -87.5586174	Deven Dale,AL
34.9114848 -90.0959261	West Days,MS
33.5087196 -96.6122117	Howe,TX
31.9526511 -86.1746828	Kent,AL
43.8404639 -114.5064474	Boulder,ID
26.1606403 -80.1275447	Coral Estates,FL
41.5948139 -74.6651614	Melody Lake,NY
34.1245533 -89.2875734	Sarepta,MS
39.4153912 -75.9174417	Earleville,MD
33.1451694 -80.0623073	Oak Park,SC
45.8631666 -123.5684589	Mishawaka,OR
36.3134631 -81.2731477	Vannoy,NC
39.8028475 -81.8906906	Gaysport,OH
35.8584157 -94.4374375	Morrow,AR
17.9758 -66.067109	Jardines de Arroyo,PR
47.788439 -121.5042717	Halford,WA
39.896 -75.5909	Heartsease,PA
43.5407172 -116.5634624	Nampa,ID
35.2045266 -88.4703214	New Lawton,TN
31.8084859 -87.3972135	Tinela,AL
36.9479276 -77.4955381	Winfields Mill,VA
34.0715131 -82.1465108	Breezewood,SC
36.1350928 -96.0024974	West Tulsa,OK
35.6590473 -78.0547118	Moores Crossroads,NC
39.0820543 -76.5741308	Severndale,MD
43.4653465 -76.4304934	Scriba,NY
45.455517 -92.7335452	Palmdale,MN
34.7926703 -78.5866778	Ammon Ford,NC
45.0403956 -123.1848237	Bethel,OR
29.6449584 -82.8823453	Blitchville,FL
35.0525874 -88.8036667	Pocahontas,TN
40.0251065 -75.6463231	Belvidere,PA
30.5285221 -91.1781631	Jordan Terrace,LA
41.8187674 -121.5436047	Canby Cross,CA
40.538405 -77.9608353	Center Union,PA
40.4295374 -76.0132703	Bloomsburg,PA
48.7123835 -118.9547601	Old Wauconda,WA
43.4958123 -90.2570715	Bunker Hill,WI
34.1959929 -79.4756096	Laughlin,SC
26.3942313 -98.840305	Leal Colonia,TX
34.857349 -81.8853796	Golightly,SC
37.1697741 -89.0695154	Turner Landing,KY
40.6777249 -111.864657	Rose Garden,UT
30.4179758 -87.3560865	Millview,FL
35.4253584 -92.8743347	Appleton,AR
43.788729 -123.9234397	North Fork,OR
42.8144473 -89.6351218	New Glarus,WI
30.9085331 -83.2984869	Cherry Creek Hills,GA
35.372578 -87.3047365	Brace,TN
18.4763334 -66.8462882	Sector Pena Militar,PR
40.577038 -75.8529779	Klinesville,PA
41.0192155 -84.6696794	Tipton,OH
33.421531 -81.6856654	New Ellenton,SC
35.6017698 -82.9412494	Crabtree,NC
39.2194337 -104.5371916	Elbert,CO
38.0021446 -122.3494155	Sobrante,CA
39.5870507 -76.3969059	Pinehurst,MD
40.5843928 -111.8257663	Fox Fire,UT
39.1937169 -77.3083178	Oak Ridge,MD
33.2815064 -96.9905628	Krugerville,TX
36.1270053 -85.6824811	Boma,TN
39.020941 -77.996941	Care Free Acres,VA
37.4778617 -84.3343793	Conway,KY
40.6831202 -80.4803444	Five Points,PA
36.1126365 -80.0144842	Colfax,NC
39.4709352 -77.0738704	Stoney Ridge,MD
18.356898 -64.7404148	Windberg,VI
41.6883217 -93.6004953	Carney,IA
37.6781762 -80.7250808	Pence Springs,WV
40.1378532 -79.110029	Ankeny,PA
41.5202677 -93.6157731	Fort Des Moines,IA
38.9312221 -78.1852779	Front Royal Junction,VA
46.4094051 -93.8738685	Bay Lake,MN
42.7839498 -78.1097327	Saltvale,NY
41.9195137 -77.6233216	Elmer,PA
35.9883981 -85.4230299	Yankeetown,TN
39.1867728 -77.2969286	Black Hill,MD
39.7034332 -77.0908161	Shour Valley,MD
35.4392855 -82.2465023	Chimney Rock,NC
46.2843886 -87.4570826	Austin,MI
29.0672007 -97.0085967	Fordtran,TX
33.6726078 -84.2632551	Conley Downs,GA
37.8362533 -78.5647345	Browntown,VA
38.3720595 -75.2479678	Saint Martin,MD
47.4396541 -92.9210211	Brooklyn,MN
41.6155933 -87.1219783	Meadowbrook,IN
38.9561741 -84.4479959	Lamb,KY
41.5386878 -75.946588	Tunkhannock,PA
39.1531139 -84.6371681	Bridgetown,OH
38.0572354 -98.3259014	Huntsville,KS
34.2759402 -83.2654315	Cromers,GA
37.4272372 -104.6410958	Lynn,CO
41.7723255 -70.7494805	South Wareham,MA
33.875571 -117.7567215	Esperanza,CA
34.1762179 -89.0311739	Algoma,MS
31.3196267 -83.9171221	Doerun,GA
36.8809811 -76.3077194	Lamberts Point,VA
37.0842794 -81.8623421	West Raven,VA
38.3483493 -97.017245	Marion,KS
37.2334257 -83.4165726	Kaliopi,KY
41.1778417 -79.1461495	Roseville,PA
42.4334247 -71.8120167	Moores Corners,MA
43.0886676 -78.8897606	Saint Johnsburg,NY
47.6970426 -122.2751257	Lavilla,WA
39.8267807 -75.0154461	Stratford,NJ
44.163688 -69.4147674	Orffs Corner,ME
35.4692466 -91.867922	Hiram,AR
39.4853793 -77.4324855	Ford Road Acres,MD
33.6492705 -85.837743	Oxanna,AL
38.5830717 -93.694658	Leeton,MO
36.6408912 -90.8017881	Hill Top,MO
42.7347977 -74.1862394	Quaker Street,NY
42.5292565 -71.8786855	Lakewood Park,MA
30.3488122 -92.2676277	Branch,LA
41.4839233 -90.3531827	Colona,IL
33.6945361 -104.0549639	Elkins,NM
34.0127895 -117.9047845	South San Jose Hills,CA
40.4614575 -79.8617161	Eastwood,PA
36.6383807 -87.4402879	Stryker Village,TN
41.9506478 -73.9940271	Lincoln Park,NY
38.7089692 -82.3884868	Sand Fork,OH
36.1639584 -89.438407	Bogota,TN
42.4428491 -77.1874746	Glen Grove,NY
41.6435753 -109.2656838	North Rock Springs,WY
31.5029445 -97.1961161	Jewell,TX
33.8495489 -84.1443612	Mountain Brooke,GA
41.5497727 -84.9135729	Oakwood,IN
18.1769012 -67.0185119	Hacienda Polmares,PR
40.2861471 -86.7708395	Stockwell,IN
30.4043584 -91.0384364	Sherwood Oaks South,LA
41.9734258 -74.2120901	Shokan,NY
39.535658 -76.9338688	Yorkland,MD
36.1753489 -92.6462756	Cowan,AR
41.9403816 -70.6200338	Beach Park,MA
41.4918955 -110.3504361	Elkhurst,WY
21.9675 -159.3633333	Kupolo,HI
21.3441667 -158.0308333	‘Ewa Gentry,HI
35.8359543 -82.1128947	Glenlaurel,NC
45.8332867 -108.4590228	Billings Heights,MT
36.0650107 -108.6820295	Naschitti,NM
26.0112014 -80.1494901	Hollywood,FL
39.9492655 -76.6885782	Hollywood Heights,PA
40.890058 -81.3287208	Middlebranch,OH
35.1136838 -85.1380092	Harrison,TN
36.0723631 -79.0686228	Poplar Ridge,NC
39.1470523 -76.8177503	Asbury Woods,MD
33.5476273 -83.2690493	Carey,GA
45.0808884 -70.320623	Bigelow,ME
41.9123196 -72.5450873	Broad Brook,CT
34.7318278 -76.8057696	Spooners Creek North,NC
35.3084953 -77.1541195	Vanceboro,NC
40.6745053 -81.260942	Goodland Acres,OH
40.1337244 -74.3823712	Leesville,NJ
38.6040093 -76.5752352	Bess-Mar Estates,MD
37.1619265 -113.4316182	Harrisburg Junction,UT
35.3137026 -83.641001	Talc Mountain,NC
40.3453373 -83.30353	Pharisburg,OH
41.1195407 -73.6192935	Stanwich,CT
39.3853899 -75.5218683	Collins Beach,DE
40.6738357 -111.9729935	Colony East,UT
35.3265027 -82.6473463	Turkey Pen Gap,NC
40.3911801 -80.1986694	Noblestown,PA
40.8412112 -74.0451405	Moonachie,NJ
40.2725766 -78.4605705	Sproul,PA
44.7947761 -74.7868595	Winthrop,NY
41.5580556 -88.2125	Summerfield,IL
41.1072863 -79.0925367	Norman,PA
37.684216 -88.702836	Delta,IL
31.9821055 -92.8640448	Coldwater,LA
33.4053865 -86.7799886	Loch Haven,AL
34.1473224 -84.0201857	Lake Lanier Vista,GA
41.8317624 -73.2251145	Goshen,CT
39.3269901 -89.2889746	Wenonah,IL
33.7908533 -116.4780691	Dorado Mobile Home Park,CA
37.4369897 -91.9215439	Prescott,MO
33.1737303 -87.4872266	Eastover,AL
38.4226271 -78.3675061	Graves Mill,VA
40.0834056 -80.7373047	Aetnaville,OH
43.6583291 -88.0070381	Cascade,WI
39.7973334 -75.6774325	Valley View,DE
45.0163509 -91.8343414	Norton,WI
37.9883569 -100.928775	Quinby,KS
36.1003821 -82.7076466	Greystone,TN
38.2848472 -76.4780086	National Mobile Home Park,MD
37.0872744 -93.3454665	Guin,MO
36.3378426 -90.9092876	Engelberg,AR
31.88453 -110.2297962	Curtiss,AZ
18.4477241 -66.3837811	Villa Real,PR
38.221799 -77.7111022	Shady Grove Corner,VA
36.2083997 -85.1127389	Muddy Pond,TN
